prestashop_product_id,shobi_code,inspired_by,original_brand,original_perfume,identity_status,fragrantica_status,fragrantica_id,fragrantica_url,social_card_url,local_path,card_status,bytes,sha256,error
5107,2839-JUL,POWDER LOVE,Juliette Has A Gun,Powder Love,CONFIRMED,FOUND,113627,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Powder-Love-113627.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_113627.jpeg,fragrantica-scraper-archive/social-cards/images/5107_2839-JUL_113627.jpeg,EXISTS,90875,e5712754785df28b1624ec86d7675797c3bcbe1d781f540539d61234f8babf21,
5106,2838-JIM,I WANT CHOO WITH LOVE,Jimmy Choo,I Want Choo With Love,CONFIRMED,FOUND,113626,https://www.fragrantica.com/perfume/Jimmy-Choo/I-Want-Choo-With-Love-113626.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_113626.jpeg,fragrantica-scraper-archive/social-cards/images/5106_2838-JIM_113626.jpeg,EXISTS,105127,4e512e120296b092dec9cadc8fc6d99dd9990075ad7d672cd72aa9b7bc4570bb,
5105,2837-GUL,SCANDAL POUR HOMME ELIXIR,Jean Paul Gaultier,Scandal Pour Homme Elixir,CONFIRMED,FOUND,121453,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-Elixir-121453.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_121453.jpeg,fragrantica-scraper-archive/social-cards/images/5105_2837-GUL_121453.jpeg,EXISTS,115956,e63233c8c9c37e8b5b60a10eea1d692047030e51c9b1ed4694955b5bc59027f0,
5104,2836-FRA,MADNESS,Franck Boclet,Madness,CONFIRMED,FOUND,90972,https://www.fragrantica.com/p/90972,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_90972.jpeg,fragrantica-scraper-archive/social-cards/images/5104_2836-FRA_90972.jpeg,EXISTS,96020,6db07f2d836cbc5512a4e5f5fa6532bfbe6532b18a4262a9b2902a543e2fa74e,
5103,2835-BORN,PURPLE STAIN,BORNTOSTANDOUT,Purple Stain,CONFIRMED,FOUND,102810,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Purple-Stain-102810.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_102810.jpeg,fragrantica-scraper-archive/social-cards/images/5103_2835-BORN_102810.jpeg,EXISTS,100969,f40bc64770d754dbcba840576eaceb08199eb357b2836daf725803ca3b31b79b,
5102,2834-AMG,SINDBAD,Amouage,Sindbad,CONFIRMED,FOUND,116626,https://www.fragrantica.com/perfume/Amouage/Sindbad-116626.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_116626.jpeg,fragrantica-scraper-archive/social-cards/images/5102_2834-AMG_116626.jpeg,EXISTS,97068,fc60a7552db1f6687c66d11f15eed72376657d0879078b05973403a125b592f6,
5101,2833-AMG,MEANDER,Amouage,Meander,CONFIRMED,FOUND,62859,https://www.fragrantica.com/perfume/Amouage/Meander-62859.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_62859.jpeg,fragrantica-scraper-archive/social-cards/images/5101_2833-AMG_62859.jpeg,EXISTS,104957,e01917d4f589a1c510ce0fa10354a05e77ccb6f12f60a398db28b148b7e720d8,
5099,2832-ZAD,Zadig Eau de Parfum,Zadig & Voltaire,Zadig Eau de Parfum,CONFIRMED,FOUND,103492,https://www.fragrantica.com/p/103492,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103492.jpeg,fragrantica-scraper-archive/social-cards/images/5099_2832-ZAD_103492.jpeg,EXISTS,108023,4a26576dcfcec3723b13f9fb3f1779feab8e4ecd4d2e9e0d37debd2266c52f4e,
5098,2831-GISS,Martinique Osmanthus Gissah 2025,gissah,Martinique-osmanthus-eau-de-parfum-,CONFIRMED,FOUND,126288,https://www.fragrantica.com/p/126288,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_126288.jpeg,fragrantica-scraper-archive/social-cards/images/5098_2831-GISS_126288.jpeg,EXISTS,104359,0814121d94d403b7cb9fa781b2a87980eda4af6631568fd9e57b688a08ddb294,
5097,2830-VAL,Sogno In Rosso,Valentino,Sogno In Rosso,CONFIRMED,FOUND,95537,https://www.fragrantica.com/perfume/Valentino/Sogno-In-Rosso-95537.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_95537.jpeg,fragrantica-scraper-archive/social-cards/images/5097_2830-VAL_95537.jpeg,EXISTS,99930,5f673dce269b7c17d916f78831bebb001cec41b3e99f51aa90a79d86b8b7e19e,
5096,2829-PARF,Athénaïs,Parfums de Marly,Athenais,CONFIRMED,FOUND,123716,https://www.fragrantica.com/perfume/Parfums-de-Marly/Athenais-123716.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_123716.jpeg,fragrantica-scraper-archive/social-cards/images/5096_2829-PARF_123716.jpeg,EXISTS,103387,3049c18c9782a2b59b27a9c3e0b2b1d0e69e98dc6f477e322d52ca8ece337a70,
5095,2828-ATEL,Vanille Carbone Atelier Materi,Atelier Materi,Vanille Carbone,CONFIRMED,FOUND,104586,https://www.fragrantica.com/perfume/Atelier-Materi/Vanille-Carbone-104586.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_104586.jpeg,fragrantica-scraper-archive/social-cards/images/5095_2828-ATEL_104586.jpeg,EXISTS,109086,a8fbf41f37da9d80fad035e4baeb5b2ea991e59189597b0cef811f8ecf81e375,
5094,2827-BYR,Bal d'Afrique Absolu,Byredo,Bal d Afrique Absolu,CONFIRMED,FOUND,108421,https://www.fragrantica.com/perfume/Byredo/Bal-d-Afrique-Absolu-108421.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_108421.jpeg,fragrantica-scraper-archive/social-cards/images/5094_2827-BYR_108421.jpeg,EXISTS,106813,dff54002419405efdec710d5a52af9143559e35ce292f2459bddf6ad1939826e,
5093,2826-SOL,Cheirosa 91 Sol de Janeiro,Sol de Janeiro,Cheirosa 91,CONFIRMED,FOUND,119651,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-91-119651.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_119651.jpeg,fragrantica-scraper-archive/social-cards/images/5093_2826-SOL_119651.jpeg,EXISTS,99686,b90901619705fb38d2ae3acd5fbf896dc026e032e31ee32116ef2cedbfd7f0df,
5092,2825-RARB,Rare Beauty,Rare Beauty,Rare,CONFIRMED,FOUND,112206,https://www.fragrantica.com/p/112206,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_112206.jpeg,fragrantica-scraper-archive/social-cards/images/5092_2825-RARB_112206.jpeg,EXISTS,97917,5933f5c0ab69148b5514556147aa16c3f67edcca60ca2afca7221438a83bff7c,
5091,2824-NRO,Pure Musc Blanc For Her,Narciso Rodriguez,Pure Musc Blanc For Her,CONFIRMED,FOUND,122211,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Pure-Musc-Blanc-For-Her-122211.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_122211.jpeg,fragrantica-scraper-archive/social-cards/images/5091_2824-NRO_122211.jpeg,EXISTS,94888,21658a16af453bbb9530c32623c1e827ae44717475c0adb6c234648527b065b6,
5090,2823-KAY,Eden Plush Pear | 23 Kayali,Kayali Fragrances,Eden Plush Pear 23 Eau de Parfum,CONFIRMED,FOUND,127453,https://www.fragrantica.com/perfume/Kayali-Fragrances/Eden-Plush-Pear-23-Eau-de-Parfum-127453.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_127453.jpeg,fragrantica-scraper-archive/social-cards/images/5090_2823-KAY_127453.jpeg,EXISTS,110018,d0d05aebadf9a7a14de067d300ad6dd20c72da0a51f950f2ca5540f4d4923e95,
5089,2822-DRC,Addict Purple Glow Eau De Parfum,Dior,Addict Purple Glow Eau De Parfum,CONFIRMED,FOUND,121565,https://www.fragrantica.com/perfume/Dior/Addict-Purple-Glow-Eau-De-Parfum-121565.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_121565.jpeg,fragrantica-scraper-archive/social-cards/images/5089_2822-DRC_121565.jpeg,EXISTS,105545,c2dcf5c3e53c35eaab623a3b155ac1b4de1cbc056dab0b3096423362260d0e8b,
5088,2821-DRC,Addict Peachy Glow Eau de Parfum,Dior,Addict Peachy Glow Eau de Parfum,CONFIRMED,FOUND,121566,https://www.fragrantica.com/perfume/Dior/Addict-Peachy-Glow-Eau-de-Parfum-121566.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_121566.jpeg,fragrantica-scraper-archive/social-cards/images/5088_2821-DRC_121566.jpeg,EXISTS,101590,c6d2bc786ef0bcb8127e7eaa2e9046459b0be153c38d915421d5aa4b81179d38,
5087,2820-MIN,Queening Mind Games,Mind Games,Queening,CONFIRMED,FOUND,89898,https://www.fragrantica.com/perfume/Mind-Games/Queening-89898.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_89898.jpeg,fragrantica-scraper-archive/social-cards/images/5087_2820-MIN_89898.jpeg,EXISTS,93137,24d32a20ee5e1fdaf218ef5ba69f45e284609e6a420bddc3692af8fd978e2f17,
5086,2819-AKR,Awake Akro,Akro,Awake,CONFIRMED,FOUND,51704,https://www.fragrantica.com/perfume/Akro/Awake-51704.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_51704.jpeg,fragrantica-scraper-archive/social-cards/images/5086_2819-AKR_51704.jpeg,EXISTS,93793,610d0979fc194d5696afcf56aa7c0976a34b3d5c32ae424dedd3be2ebfbac850,
5085,2818-SWISA,Shaghaf Oud Swiss Arabian,Swiss Arabian,Shaghaf Oud,CONFIRMED,FOUND,50582,https://www.fragrantica.com/perfume/Swiss-Arabian/Shaghaf-Oud-50582.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_50582.jpeg,fragrantica-scraper-archive/social-cards/images/5085_2818-SWISA_50582.jpeg,EXISTS,101801,3958ddbf876e83e997166d2eb1e54ff177ece9222ba61089d1beb21c7e7889ef,
5084,2817-INI,Oud for Greatness Neo Initio Parfums,Initio Parfums Prives,Oud for Greatness Neo,CONFIRMED,FOUND,93090,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Oud-for-Greatness-Neo-93090.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_93090.jpeg,fragrantica-scraper-archive/social-cards/images/5084_2817-INI_93090.jpeg,EXISTS,119525,230d22ce49933dec33c8675d41944b9d2653c3f47be6a526f84ce24805192e48,
5083,2816-MOOD,Blonde Maracuja Mood London,Mood London,Blonde Maracuja Mood London,CONFIRMED,UNRESOLVED,,,,,NO_CONFIRMED_ID,,,
5082,2815-DOL,By for women,Dolce Gabbana,By,CONFIRMED,FOUND,489,https://www.fragrantica.com/perfume/Dolce-Gabbana/By-489.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_489.jpeg,fragrantica-scraper-archive/social-cards/images/5082_2815-DOL_489.jpeg,EXISTS,119107,6474b735cb748acc251e85534c7600c9bfff929d786577fad86acaab5d9d5d29,
5081,2814-TMFO,Figue Erotique Tom Ford,Tom Ford,Figue Erotique,CONFIRMED,FOUND,119402,https://www.fragrantica.com/perfume/Tom-Ford/Figue-Erotique-119402.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_119402.jpeg,fragrantica-scraper-archive/social-cards/images/5081_2814-TMFO_119402.jpeg,EXISTS,105270,d52ed3de0e2531165d58f68ddd7150ff71748c88ae2f9d88f47e3df539b512d3,
5080,2813-OMA,Caden Omanluxury,Omanluxury,Caden,CONFIRMED,FOUND,105465,https://www.fragrantica.com/p/105465,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_105465.jpeg,fragrantica-scraper-archive/social-cards/images/5080_2813-OMA_105465.jpeg,EXISTS,103234,2488688a419bce9069505a46c7e3eb288970e692f848bd470fd0fb5d9c5add4f,
5079,2812-ARM,Stronger With You Powerfully,Giorgio Armani,Emporio Armani Stronger With You Powerfully,CONFIRMED,FOUND,123070,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Powerfully-123070.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_123070.jpeg,fragrantica-scraper-archive/social-cards/images/5079_2812-ARM_123070.jpeg,EXISTS,122556,215f4fed99da408ff626f288241b6bb3a9eac5f55ed61dec811b925c61a6a019,
5078,2811-DRC,Sauvage Rare Blend,Dior,Sauvage Rare Blend,CONFIRMED,FOUND,118815,https://www.fragrantica.com/perfume/Dior/Sauvage-Rare-Blend-118815.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_118815.jpeg,fragrantica-scraper-archive/social-cards/images/5078_2811-DRC_118815.jpeg,EXISTS,99227,3e509605cbb4dc378db575c9cd539c1df0a3596ed832c73643a4a86c0d96e850,
5077,2810-MIN,Prodigy Mind Games,Mind Games,Prodigy,CONFIRMED,FOUND,101192,https://www.fragrantica.com/perfume/Mind-Games/Prodigy-101192.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_101192.jpeg,fragrantica-scraper-archive/social-cards/images/5077_2810-MIN_101192.jpeg,EXISTS,98679,7ce2f6bad9551ed2fa00df1f272c50bb60290e4652979e5f523cdd680d2a1e6a,
5076,2809-AZZ,Forever Wanted Elixir Azzaro,Azzaro,Forever Wanted Elixir,CONFIRMED,FOUND,102882,https://www.fragrantica.com/perfume/Azzaro/Forever-Wanted-Elixir-102882.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_102882.jpeg,fragrantica-scraper-archive/social-cards/images/5076_2809-AZZ_102882.jpeg,EXISTS,120635,45a558d0d2c7a710052bdd21f9a8166db5b052a73a775c624da3c172a99f864f,
5075,2808-LES,Roasted Tangerine Les Liquides Imaginaires,Les Liquides Imaginaires,Roasted Tangerine,CONFIRMED,FOUND,103914,https://www.fragrantica.com/perfume/Les-Liquides-Imaginaires/Roasted-Tangerine-103914.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103914.jpeg,fragrantica-scraper-archive/social-cards/images/5075_2808-LES_103914.jpeg,EXISTS,108323,787696df20113f59083f89a14ac6f3ecad37c71eaa35c371981791177f683661,
5074,2807-VIRT,Buttercream Haze The 7 Virtues,The 7 Virtues,Buttercream-haze,CONFIRMED,FOUND,116996,https://www.fragrantica.com/p/116996,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_116996.jpeg,fragrantica-scraper-archive/social-cards/images/5074_2807-VIRT_116996.jpeg,EXISTS,107066,0d65925fceec9076334885f1e3ef2f8479372657421fba2c6724328b3f442969,
5073,2806-PHL,Afterglow Phlur,Phlur,Afterglow,CONFIRMED,FOUND,119441,https://www.fragrantica.com/perfume/Phlur/Afterglow-119441.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_119441.jpeg,fragrantica-scraper-archive/social-cards/images/5073_2806-PHL_119441.jpeg,EXISTS,102475,5937db31482a3cbb030a1a2c4fc290022e241df4c8a89650c30456b8b944693e,
5072,2805-MARG,Never-ending Summer Margiela,Maison Martin Margiela,Never ending Summer,CONFIRMED,FOUND,103564,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Never-ending-Summer-103564.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103564.jpeg,fragrantica-scraper-archive/social-cards/images/5072_2805-MARG_103564.jpeg,EXISTS,113703,6ff1e856c1806576f2ab9382e4a381657c67a7af761d1ea0b47b143a35676e33,
5071,2804-BOYS,Coco Cream Boy Smells,Boy Smells,Coco Cream,CONFIRMED,FOUND,105919,https://www.fragrantica.com/perfume/Boy-Smells/Coco-Cream-105919.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_105919.jpeg,fragrantica-scraper-archive/social-cards/images/5071_2804-BOYS_105919.jpeg,EXISTS,100939,2ca17cd24edd05b9c5b14a0dd05de1ce480dd1aadca72fe543c267f59f2b8380,
5070,2803-AKR,Crush Akro,Akro,Crush,CONFIRMED,FOUND,105831,https://www.fragrantica.com/perfume/Akro/Crush-105831.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_105831.jpeg,fragrantica-scraper-archive/social-cards/images/5070_2803-AKR_105831.jpeg,EXISTS,93252,083ba7efa87e90caf88a1d6c8daa08b8249eacb014a1730d9c354dcbb12c87fb,
5069,2802-HER,Terre Intense for men,Hermes,Terre d Hermes Intense,CONFIRMED,FOUND,102772,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-Intense-102772.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_102772.jpeg,fragrantica-scraper-archive/social-cards/images/5069_2802-HER_102772.jpeg,EXISTS,111028,1d45c7ed988cb1007948b71201ccbec66acbc73f979d2a787afe57ce75197e77,
5068,2801-DON,Cashmere & Vanilla Essence,Donna Karan,Cashmere Vanilla Essence,CONFIRMED,FOUND,103064,https://www.fragrantica.com/perfume/Donna-Karan/Cashmere-Vanilla-Essence-103064.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103064.jpeg,fragrantica-scraper-archive/social-cards/images/5068_2801-DON_103064.jpeg,EXISTS,108202,2ef2113d13e97be9b47fb5f629382dec714743aa10a3e3406adabb2983e29fac,
5067,2800-ACQ,Buongiorno,Acqua di Parma,Buongiorno,CONFIRMED,FOUND,103426,https://www.fragrantica.com/perfume/Acqua-di-Parma/Buongiorno-103426.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103426.jpeg,fragrantica-scraper-archive/social-cards/images/5067_2800-ACQ_103426.jpeg,EXISTS,106083,2778ce4bb2baf1e10d5aa957d818f6ede0bc68eb0cf377316a918139581a04a3,
5066,2799-OBVI,Milk & Matcha Obvious,obvious,Milk-matcha-un-ete,CONFIRMED,FOUND,103407,https://www.fragrantica.com/p/103407,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103407.jpeg,fragrantica-scraper-archive/social-cards/images/5066_2799-OBVI_103407.jpeg,EXISTS,105249,06426f771d3776eb7bba74affabc38c8f41f52d4f118f058b6aaea62ff828d2c,
5065,2798-NICO,Macaron Bourbon Nicolai Parfumeur Createur,Nicolaï Parfumeur-Créateur,Macaron Bourbon,CONFIRMED,FOUND,91006,https://www.fragrantica.com/p/91006,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_91006.jpeg,fragrantica-scraper-archive/social-cards/images/5065_2798-NICO_91006.jpeg,EXISTS,107834,d35feea4bcde0501bb644fa2326579b9ec86aafddadaa1cd719a9fec78982d97,
5064,2795-AMG,Jubilation 40 Man Amouage for men,Amouage,Jubilation 40 Man,CONFIRMED,FOUND,87958,https://www.fragrantica.com/perfume/Amouage/Jubilation-40-Man-87958.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_87958.jpeg,fragrantica-scraper-archive/social-cards/images/5064_2795-AMG_87958.jpeg,EXISTS,113624,00aeeafb079502b59445ebcfb3b24af169bdb532d4e32b5c24a9021cda11a5c8,
5063,2794-PAC,Lady Million Lucky,Rabanne,Lady Million Lucky,CONFIRMED,FOUND,48904,https://www.fragrantica.com/perfume/Rabanne/Lady-Million-Lucky-48904.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_48904.jpeg,fragrantica-scraper-archive/social-cards/images/5063_2794-PAC_48904.jpeg,EXISTS,112294,3f94b92ec7d8e57ff45709d997e247e95b7ac5d889a80cf9b46f823c243edc71,
5062,2793-FRAG,Oud Noir Intense Fragrance Du Bois,Fragrance Du Bois,Oud-noir-intense,CONFIRMED,FOUND,24483,https://www.fragrantica.com/p/24483,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_24483.jpeg,fragrantica-scraper-archive/social-cards/images/5062_2793-FRAG_24483.jpeg,EXISTS,112077,739ed6ac87448d491d9a3081f7723d511bb2969af34fc4ba7383ef8cbf229411,
5061,2792-AJMA,Musk Silk Ajmal,Ajmal,Musk Silk,CONFIRMED,FOUND,58837,https://www.fragrantica.com/perfume/Ajmal/Musk-Silk-58837.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_58837.jpeg,fragrantica-scraper-archive/social-cards/images/5061_2792-AJMA_58837.jpeg,EXISTS,91475,1942fc5017686cf97183bc9395ab27e3a445a6fa7f56378351a913018805f577,
5060,2791-LTN,the fragrance notes of,,,CONFIRMED,FOUND,115408,https://www.fragrantica.com/perfume/Louis-Vuitton/Moon-Tale-115408.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_115408.jpeg,fragrantica-scraper-archive/social-cards/images/5060_2791-LTN_115408.jpeg,DOWNLOADED,92007,12a82a7cb73e28d13e294c93f4cd93a9627b446e7ce2562865cbc8d4ceefeb8a,
5059,2790-KIL,Old Fashioned By Kilian,By Kilian,Old Fashioned,CONFIRMED,FOUND,96096,https://www.fragrantica.com/perfume/By-Kilian/Old-Fashioned-96096.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_96096.jpeg,fragrantica-scraper-archive/social-cards/images/5059_2790-KIL_96096.jpeg,EXISTS,132662,d41ce2b46a4131570e1ee4b036dc09c8dc0bddee27b49e848a5095dfc0513434,
5058,2789-PEN,Fortuitous Finley Penhaligon's,Penhaligon s,Fortuitous Finley,CONFIRMED,FOUND,103514,https://www.fragrantica.com/perfume/Penhaligon-s/Fortuitous-Finley-103514.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_103514.jpeg,fragrantica-scraper-archive/social-cards/images/5058_2789-PEN_103514.jpeg,EXISTS,104407,a095e32f2ff19bce1bb9d80583c75aeccaf29a0ae3c815eb2150820cb2e3a5bd,
5057,2606-ARM,Ocean di Gioia Giorgio Armani,Giorgio Armani,Ocean di Gioia,CONFIRMED,FOUND,59809,https://www.fragrantica.com/perfume/Giorgio-Armani/Ocean-di-Gioia-59809.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_59809.jpeg,fragrantica-scraper-archive/social-cards/images/5057_2606-ARM_59809.jpeg,EXISTS,104507,0bac97252eaf6dc6712df4e7e5857e1967a84f0cfc5484e2603662ce59d87238,
5056,2788-MIN,French Defense Mind Games,Mind Games,French Defense,CONFIRMED,FOUND,88867,https://www.fragrantica.com/perfume/Mind-Games/French-Defense-88867.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_88867.jpeg,fragrantica-scraper-archive/social-cards/images/5056_2788-MIN_88867.jpeg,EXISTS,106731,ed61471d24f7b097dc3115a9ea385904febe47a82e6ec5669093633c469f474e,
5055,2787-KAJ,Lamar Kajal,Kajal,Lamar,CONFIRMED,FOUND,62571,https://www.fragrantica.com/perfume/Kajal/Lamar-62571.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_62571.jpeg,fragrantica-scraper-archive/social-cards/images/5055_2787-KAJ_62571.jpeg,EXISTS,104962,38515682be9e953cee302605b0baf87837990b990433fd39da0ce885e151f81c,
5054,2786-LTN,the fragrance notes,,,CONFIRMED,FOUND,115406,https://www.fragrantica.com/perfume/Louis-Vuitton/Rain-Tea-115406.html,https://fimgs.net/mdimg/perfume-social-cards/en-p_c_115406.jpeg,fragrantica-scraper-archive/social-cards/images/5054_2786-LTN_115406.jpeg,DOWNLOADED,94120,8e348956583e0c8188379295dd80644e03e289ac8298a42385ead90842f444e3,
